evt_block_time,supply_apy,variable_borrow_apy,stable_borrow_apy,liquidity_usd,liquidity_usdc,liquidity_weth,total_liquidity,Lido staking APR(instant),Lido staking APR(ma_7),CL APR,EL APR,avg_funding_rate_geo,weth_reserve,usdc_reserve,weth_price,usdc_price,trading_volume,eth_usd,steth_usd
2021-08-31,0.02302499306129855,0.544369461190952,3.68046182648869,586109350.16,121747467.99521303,141008.37805147254,-0.032654939658766924,0.049495393101889995,0.049866892351316985,4.95,0.0,0.0,0.8290424356751028,-0.7662193819606254,3196.5991666666605,3293.1510069444444,29657.413953582018,3292.582817198594,3195.6433222802943
2021-09-01,0.022828567950895867,0.5418836086896387,3.677354510862048,399200659.96,143711780.46674803,71722.41501270577,-0.22160670574009286,0.04921019885230926,0.04969530953981971,4.921,0.0,0.000115,-1.0912826977108383,1.0825351027439067,3428.3319097222216,3562.1901388888887,19016.168497329905,3559.743335031841,3426.623461176612
2021-09-02,0.02293409358910723,0.5431943460036585,3.6789929325045727,509803084.51,158957142.91108,92874.20269976465,-0.22442877287669397,0.04937743098119407,0.049474010025102606,4.938,0.0,0.000288,2.186611169427973,0.8364225511640566,3636.295868055556,3777.646875,73766.87097438736,3777.571192615857,3636.0970604787976
2021-09-03,0.02285985659183339,0.5422137790891504,3.677767223861438,771446330.09,215780909.43991795,142694.9585407487,-0.2090352988439343,0.050047880114887144,0.04952486711770836,5.005,0.0,0.000661,-0.838712204774163,0.8478149110487266,3674.806840277778,3894.0788541666648,23877.925701085318,3893.6189601214937,3674.1591281556475
2021-09-04,0.020512693930736934,0.5117722236232534,3.639715279529067,279998049.09,69532320.25336601,53826.64345286404,-0.202693935962705,0.05161161905593015,0.04961800749660151,5.161,0.0,0.00168,1.1508347068627436,-0.7951009120723931,3644.2471874999997,3910.066006944446,29054.739326639185,3909.971615400791,3644.0058572627186
2021-09-05,0.020141263810016297,0.5068399207375179,3.633549900921897,341204531.58,68237222.64078301,70000.71178590655,-0.2053360582299611,0.052255490443027686,0.05015065236358055,5.226,0.0,0.002867,-1.7184928134534874,1.731163871470087,3669.0417013888914,3899.4933333333324,30137.15567987977,3899.4128808933237,3668.770808105975
2021-09-06,0.01995370049359767,0.5042878507273738,3.6303598134092168,261291314.78,45637019.12944,54940.12101217762,-0.2071309783181832,0.05173812875375039,0.0505337344718555,5.174,0.0,0.004083,0.7912862911444716,-0.7568505749002827,3903.096006944443,3925.260659722225,36102.55276614996,3925.221389934973,3895.014519102911
2021-09-07,0.02122902297651979,0.5207138195110699,3.650892274388837,480048158.04,200636550.25608802,75657.62058052323,-0.20653475682371947,0.05095444699855789,0.05074217074280807,5.095,0.0,0.005365,0.03715691570750374,0.04005822053130496,3796.100416666666,3693.105937500002,86523.2416833018,3687.090288958259,3775.9572275599307
2021-09-08,0.0215268448154521,0.5243518481900042,3.655439810237505,340830234.3,137365884.899277,59371.320149136685,-0.20662475491430204,0.04767466977804613,0.05052280944648476,4.767,0.0,0.006474,0.43870775863517647,-0.4073277300175831,3356.126597222219,3426.9803819444433,19342.7200524801,3426.352613017579,3355.311431784926
2021-09-09,0.02099201295224661,0.5173213104367085,3.6466516380458853,224398962.19,91184540.76049702,38135.172104488935,-0.22051512783507354,0.048299082040755614,0.050368759597850685,4.83,0.0,0.007503,-0.1248816431469724,0.16307545648927263,3394.6731944444477,3493.2167361111096,47879.25583853359,3493.0913674446065,3394.491186478001
2021-09-10,0.020547437902710037,0.5130911143860547,3.6413638929825685,529055334.02,176993960.85668397,104646.18674182729,-0.22143445073903878,0.051103430823778107,0.05051955255626368,5.11,0.0,0.008308,0.2606076021146159,-0.21095378413016871,3277.09638888889,3364.3019791666675,40702.62526987687,3363.222021291407,3275.855758503467
2021-09-11,0.02006946977954252,0.5067039353617386,3.633379919202173,120162826.03,49925596.301822,21377.484895905458,-0.22225849470517256,0.05170916335560638,0.05053348745621744,5.171,0.0,0.009004,0.166691615624766,-0.14553531136109293,3186.7835416666658,3285.5703125000005,18416.816444093853,3285.428872420387,3186.663317933589
